white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result,w_king_w_rook_diff,white_king_defending,b_king_w_rook_diff,black_king_attacking,b_king_corner_diff,combined
2,2,1,6,8,4,13,4.123105625617661,0,7.280109889280518,0,3.0,00
3,1,5,6,5,5,100,5.385164807134504,0,1.0,1,4.242640687119285,10
4,1,8,5,4,7,13,5.656854249492381,0,4.47213595499958,0,3.1622776601683795,00
3,1,7,6,1,4,14,6.4031242374328485,0,6.324555320336759,0,3.0,00
4,2,3,7,7,4,13,5.0990195135927845,0,5.0,0,3.1622776601683795,00
4,1,5,4,6,6,13,3.1622776601683795,0,2.23606797749979,0,2.8284271247461903,00
3,1,8,8,6,4,14,8.602325267042627,0,4.47213595499958,0,3.605551275463989,00
3,2,7,3,5,2,8,4.123105625617661,0,2.23606797749979,0,3.1622776601683795,00
4,4,8,4,7,6,11,4.0,0,2.23606797749979,0,2.23606797749979,00
4,2,5,5,8,8,10,3.1622776601683795,0,4.242640687119285,0,0.0,00
3,1,5,1,4,5,14,2.0,0,4.123105625617661,0,4.242640687119285,00
4,1,2,6,1,7,100,5.385164807134504,0,1.4142135623730951,1,1.0,10
3,1,1,4,2,5,100,3.605551275463989,0,1.4142135623730951,1,3.1622776601683795,10
4,1,8,8,4,6,14,8.06225774829855,0,4.47213595499958,0,3.605551275463989,00
4,1,2,8,5,3,14,7.280109889280518,0,5.830951894845301,0,3.605551275463989,00
3,2,6,7,1,6,12,5.830951894845301,0,5.0990195135927845,0,2.0,00
1,1,7,7,6,2,15,8.48528137423857,0,5.0990195135927845,0,2.23606797749979,00
4,1,3,8,2,7,100,7.0710678118654755,0,1.4142135623730951,1,1.4142135623730951,10
3,1,7,5,4,8,14,5.656854249492381,0,4.242640687119285,0,3.0,00
3,1,5,7,1,7,14,6.324555320336759,0,4.0,0,1.0,00
2,1,5,3,1,4,13,3.605551275463989,0,4.123105625617661,0,3.0,00
4,1,3,4,7,5,14,3.1622776601683795,0,4.123105625617661,0,3.1622776601683795,00
2,1,5,1,1,4,12,3.0,0,5.0,0,3.0,00
4,1,8,1,7,7,14,4.0,0,6.082762530298219,0,1.4142135623730951,00
3,1,7,3,3,5,14,4.47213595499958,0,4.47213595499958,0,3.605551275463989,00
3,2,8,7,8,6,100,7.0710678118654755,0,1.0,1,2.0,10
2,2,4,5,8,6,12,3.605551275463989,0,4.123105625617661,0,2.0,00
2,1,1,6,2,3,14,5.0990195135927845,0,3.1622776601683795,0,2.23606797749979,00
4,2,1,7,6,7,13,5.830951894845301,0,5.0,0,2.23606797749979,00
4,2,7,6,3,7,12,5.0,0,4.123105625617661,0,2.23606797749979,00
1,1,6,3,7,5,14,5.385164807134504,0,2.23606797749979,0,3.1622776601683795,00
3,1,6,3,7,7,11,3.605551275463989,0,4.123105625617661,0,1.4142135623730951,00
2,2,8,3,8,4,100,6.082762530298219,0,1.0,1,3.0,10
3,2,4,6,3,6,100,4.123105625617661,0,1.0,1,2.8284271247461903,10
4,2,8,6,1,3,10,5.656854249492381,0,7.615773105863909,0,2.0,00
4,3,1,4,6,8,11,3.1622776601683795,0,6.4031242374328485,0,2.0,00
3,2,7,6,5,8,12,5.656854249492381,0,2.8284271247461903,0,3.0,00
3,1,4,3,1,4,12,2.23606797749979,0,3.1622776601683795,0,3.0,00
4,4,5,3,7,7,10,1.4142135623730951,1,4.47213595499958,0,1.4142135623730951,01
4,1,5,1,2,2,11,1.0,1,3.1622776601683795,0,1.4142135623730951,01
3,1,3,2,7,2,10,1.0,1,4.0,0,1.4142135623730951,01
1,1,2,7,7,2,13,6.082762530298219,0,7.0710678118654755,0,1.4142135623730951,00
3,2,6,7,7,5,12,5.830951894845301,0,2.23606797749979,0,3.1622776601683795,00
2,1,1,8,4,2,14,7.0710678118654755,0,6.708203932499369,0,3.1622776601683795,00
2,1,5,8,7,7,13,7.615773105863909,0,2.23606797749979,0,1.4142135623730951,00
3,2,6,4,1,6,11,3.605551275463989,0,5.385164807134504,0,2.0,00
1,1,3,8,7,1,11,7.280109889280518,0,8.06225774829855,0,1.0,00
3,3,3,2,7,2,10,1.0,1,4.0,0,1.4142135623730951,01
4,2,4,3,1,2,4,1.0,1,3.1622776601683795,0,1.0,01
1,1,1,5,3,1,12,4.0,0,4.47213595499958,0,2.0,00
2,1,7,2,2,7,13,5.0990195135927845,0,7.0710678118654755,0,1.4142135623730951,00
4,1,2,5,2,2,14,4.47213595499958,0,3.0,0,1.4142135623730951,00
3,1,6,8,1,2,11,7.615773105863909,0,7.810249675906654,0,1.0,00
4,3,1,2,1,1,100,3.1622776601683795,0,1.0,1,0.0,10
2,1,6,4,3,6,15,5.0,0,3.605551275463989,0,2.8284271247461903,00
4,2,4,6,4,7,100,4.0,0,1.0,1,3.1622776601683795,10
4,2,5,1,7,3,12,1.4142135623730951,1,2.8284271247461903,0,2.23606797749979,01
1,1,5,8,7,3,14,8.06225774829855,0,5.385164807134504,0,2.23606797749979,00
3,2,3,1,8,2,10,1.0,1,5.0990195135927845,0,1.0,01
1,1,5,7,3,1,15,7.211102550927978,0,6.324555320336759,0,2.0,00
4,3,1,3,2,6,12,3.0,0,3.1622776601683795,0,2.23606797749979,00
4,3,6,8,2,6,12,5.385164807134504,0,4.47213595499958,0,2.23606797749979,00
2,2,2,3,6,4,14,1.0,1,4.123105625617661,0,3.605551275463989,01
4,3,2,6,8,5,9,3.605551275463989,0,6.082762530298219,0,3.0,00
2,1,4,5,4,1,13,4.47213595499958,0,4.0,0,3.0,00
3,1,4,1,8,4,12,1.0,1,5.0,0,3.0,01
2,2,8,7,5,2,12,7.810249675906654,0,5.830951894845301,0,3.1622776601683795,00
3,1,6,3,5,6,15,3.605551275463989,0,3.1622776601683795,0,3.605551275463989,00
3,2,1,2,7,4,13,2.0,0,6.324555320336759,0,3.1622776601683795,00
3,3,8,1,8,6,11,5.385164807134504,0,5.0,0,2.0,00
4,4,5,1,8,4,10,3.1622776601683795,0,4.242640687119285,0,3.0,00
4,2,2,5,1,4,100,3.605551275463989,0,1.4142135623730951,1,3.0,10
2,1,7,2,7,8,14,5.0990195135927845,0,6.0,0,1.0,00
2,2,6,3,8,8,11,4.123105625617661,0,5.385164807134504,0,0.0,00
2,1,6,1,4,1,13,4.0,0,2.0,0,3.0,00
4,4,4,8,8,5,9,4.0,0,5.0,0,3.0,00
4,3,4,8,7,8,12,5.0,0,3.0,0,1.0,00
2,1,2,7,3,4,15,6.0,0,3.1622776601683795,0,3.605551275463989,00
4,2,6,5,3,7,13,3.605551275463989,0,3.605551275463989,0,2.23606797749979,00
3,3,8,7,5,5,13,6.4031242374328485,0,3.605551275463989,0,4.242640687119285,00
4,1,2,6,7,1,6,5.385164807134504,0,7.0710678118654755,0,1.0,00
3,2,2,3,1,1,2,1.4142135623730951,1,2.23606797749979,0,0.0,01
3,1,5,6,7,6,14,5.385164807134504,0,2.0,0,2.23606797749979,00
3,2,1,4,4,5,13,2.8284271247461903,0,3.1622776601683795,0,4.242640687119285,00
4,3,5,7,8,2,8,4.123105625617661,0,5.830951894845301,0,1.0,00
3,2,7,8,2,6,13,7.211102550927978,0,5.385164807134504,0,2.23606797749979,00
4,3,3,2,8,3,9,1.4142135623730951,1,5.0990195135927845,0,2.0,01
4,1,7,7,1,6,14,6.708203932499369,0,6.082762530298219,0,2.0,00
4,3,3,8,1,7,8,5.0990195135927845,0,2.23606797749979,0,1.0,00
4,1,2,2,3,7,14,2.23606797749979,0,5.0990195135927845,0,2.23606797749979,00
3,3,8,2,7,2,100,5.0990195135927845,0,1.0,1,1.4142135623730951,10
4,1,7,2,2,7,13,3.1622776601683795,0,7.0710678118654755,0,1.4142135623730951,00
4,2,4,3,2,2,3,1.0,1,2.23606797749979,0,1.4142135623730951,01
3,3,1,5,7,4,10,2.8284271247461903,0,6.082762530298219,0,3.1622776601683795,00
3,2,5,2,3,4,13,2.0,0,2.8284271247461903,0,3.605551275463989,00
4,2,6,6,3,6,14,4.47213595499958,0,3.0,0,2.8284271247461903,00
4,1,3,1,2,2,11,1.0,1,1.4142135623730951,1,1.4142135623730951,11
3,3,6,4,5,4,100,3.1622776601683795,0,1.0,1,4.242640687119285,10
4,3,8,7,3,6,12,5.656854249492381,0,5.0990195135927845,0,2.8284271247461903,00
4,3,8,7,2,4,11,5.656854249492381,0,6.708203932499369,0,3.1622776601683795,00
3,3,1,7,5,2,10,4.47213595499958,0,6.4031242374328485,0,3.1622776601683795,00
4,3,3,8,8,5,11,5.0990195135927845,0,5.830951894845301,0,3.0,00
3,1,2,2,1,4,7,1.4142135623730951,1,2.23606797749979,0,3.0,01
3,3,3,5,6,3,11,2.0,0,3.605551275463989,0,2.8284271247461903,00
4,2,7,6,1,7,11,5.0,0,6.082762530298219,0,1.0,00
4,2,3,2,4,8,13,1.0,1,6.082762530298219,0,3.0,01
3,1,6,3,6,7,14,3.605551275463989,0,4.0,0,2.23606797749979,00
4,1,1,7,5,7,14,6.708203932499369,0,4.0,0,3.1622776601683795,00
2,1,8,3,8,6,14,6.324555320336759,0,3.0,0,2.0,00
4,1,1,1,2,1,100,3.0,0,1.0,1,1.0,10
4,4,1,6,7,1,9,3.605551275463989,0,7.810249675906654,0,1.0,00
4,2,7,2,7,8,12,3.0,0,6.0,0,1.0,00
4,4,6,1,8,8,9,3.605551275463989,0,7.280109889280518,0,0.0,00
4,3,1,5,2,8,10,3.605551275463989,0,3.1622776601683795,0,1.0,00
4,1,3,8,2,3,10,7.0710678118654755,0,5.0990195135927845,0,2.23606797749979,00
2,2,6,1,8,6,11,4.123105625617661,0,5.385164807134504,0,2.0,00
3,2,2,8,1,1,1,6.082762530298219,0,7.0710678118654755,0,0.0,00
3,2,7,8,5,7,14,7.211102550927978,0,2.23606797749979,0,3.1622776601683795,00
4,1,7,6,5,7,13,5.830951894845301,0,2.23606797749979,0,3.1622776601683795,00
3,2,6,7,7,3,10,5.830951894845301,0,4.123105625617661,0,2.23606797749979,00
3,1,7,8,5,1,12,8.06225774829855,0,7.280109889280518,0,3.0,00
4,1,3,7,6,3,15,6.082762530298219,0,5.0,0,2.8284271247461903,00
2,1,6,5,2,6,14,5.656854249492381,0,4.123105625617661,0,2.23606797749979,00
2,2,4,1,8,3,12,2.23606797749979,0,4.47213595499958,0,2.0,00
4,2,3,5,6,7,13,3.1622776601683795,0,3.605551275463989,0,2.23606797749979,00
4,3,2,2,8,8,11,2.23606797749979,0,8.48528137423857,0,0.0,00
1,1,3,1,7,2,13,2.0,0,4.123105625617661,0,1.4142135623730951,00
2,2,3,5,4,3,14,3.1622776601683795,0,2.23606797749979,0,3.605551275463989,00
4,1,1,2,7,4,14,3.1622776601683795,0,6.324555320336759,0,3.1622776601683795,00
3,1,2,5,7,3,12,4.123105625617661,0,5.385164807134504,0,2.23606797749979,00
2,1,3,8,8,8,14,7.0710678118654755,0,5.0,0,0.0,00
4,2,4,5,1,2,5,3.0,0,4.242640687119285,0,1.0,00
4,3,7,6,1,8,9,4.242640687119285,0,6.324555320336759,0,0.0,00
4,1,2,8,3,8,100,7.280109889280518,0,1.0,1,2.0,10
3,1,3,3,6,7,14,2.0,0,5.0,0,2.23606797749979,00
3,2,6,8,8,8,11,6.708203932499369,0,2.0,0,0.0,00
4,1,4,7,3,4,13,6.0,0,3.1622776601683795,0,3.605551275463989,00
4,2,7,3,4,6,13,3.1622776601683795,0,4.242640687119285,0,3.605551275463989,00
4,1,8,7,3,8,10,7.211102550927978,0,5.0990195135927845,0,2.0,00
3,2,7,8,1,3,10,7.211102550927978,0,7.810249675906654,0,2.0,00
3,3,5,4,6,2,8,2.23606797749979,0,2.23606797749979,0,2.23606797749979,00
4,2,6,7,1,6,12,5.385164807134504,0,5.0990195135927845,0,2.0,00
3,2,8,5,7,2,11,5.830951894845301,0,3.1622776601683795,0,1.4142135623730951,00
3,3,7,7,6,3,13,5.656854249492381,0,4.123105625617661,0,2.8284271247461903,00
4,1,1,6,4,3,14,5.830951894845301,0,4.242640687119285,0,3.605551275463989,00
1,1,8,4,7,2,12,7.615773105863909,0,2.23606797749979,0,1.4142135623730951,00
4,4,8,3,1,1,7,4.123105625617661,0,7.280109889280518,0,0.0,00
2,1,7,8,8,4,9,8.602325267042627,0,4.123105625617661,0,3.0,00
4,4,1,7,8,4,9,4.242640687119285,0,7.615773105863909,0,3.0,00
4,2,3,3,3,4,13,1.4142135623730951,1,1.0,1,3.605551275463989,11
2,2,3,1,6,3,14,1.4142135623730951,1,3.605551275463989,0,2.8284271247461903,01
3,2,5,8,7,2,12,6.324555320336759,0,6.324555320336759,0,1.4142135623730951,00
4,1,7,4,6,7,14,4.242640687119285,0,3.1622776601683795,0,2.23606797749979,00
3,1,8,6,3,4,14,7.0710678118654755,0,5.385164807134504,0,3.605551275463989,00
3,3,3,6,8,6,13,3.0,0,5.0,0,2.0,00
4,4,2,6,3,2,7,2.8284271247461903,0,4.123105625617661,0,2.23606797749979,00
3,1,6,7,4,5,15,6.708203932499369,0,2.8284271247461903,0,4.242640687119285,00
1,1,3,3,3,1,10,2.8284271247461903,0,2.0,0,2.0,00
4,1,1,8,1,6,13,7.615773105863909,0,2.0,0,2.0,00
3,1,4,3,6,2,7,2.23606797749979,0,2.23606797749979,0,2.23606797749979,00
3,2,6,7,6,8,100,5.830951894845301,0,1.0,1,2.0,10
1,1,2,8,8,6,14,7.0710678118654755,0,6.324555320336759,0,2.0,00
4,2,6,8,6,1,7,6.324555320336759,0,7.0,0,2.0,00
3,1,6,3,4,3,15,3.605551275463989,0,2.0,0,3.605551275463989,00
4,3,5,2,1,3,7,1.4142135623730951,1,4.123105625617661,0,2.0,01
4,2,7,7,6,7,100,5.830951894845301,0,1.0,1,2.23606797749979,10
4,4,4,5,2,1,6,1.0,1,4.47213595499958,0,1.0,01
2,2,6,5,5,1,12,5.0,0,4.123105625617661,0,3.0,00
2,2,8,7,6,2,13,7.810249675906654,0,5.385164807134504,0,2.23606797749979,00
3,3,7,5,3,1,2,4.47213595499958,0,5.656854249492381,0,2.0,00
4,1,8,6,3,8,12,6.4031242374328485,0,5.385164807134504,0,2.0,00
4,1,2,6,7,8,13,5.385164807134504,0,5.385164807134504,0,1.0,00
3,2,6,4,7,1,7,3.605551275463989,0,3.1622776601683795,0,1.0,00
4,2,1,3,2,8,11,3.1622776601683795,0,5.0990195135927845,0,1.0,00
3,3,6,4,7,7,10,3.1622776601683795,0,3.1622776601683795,0,1.4142135623730951,00
4,1,4,4,7,2,7,3.0,0,3.605551275463989,0,1.4142135623730951,00
2,1,6,1,5,8,14,4.0,0,7.0710678118654755,0,3.0,00
4,2,7,6,5,7,12,5.0,0,2.23606797749979,0,3.1622776601683795,00
2,1,4,8,1,5,11,7.280109889280518,0,4.242640687119285,0,3.0,00
2,1,7,1,7,3,14,5.0,0,2.0,0,2.23606797749979,00
2,2,7,3,7,2,100,5.0990195135927845,0,1.0,1,1.4142135623730951,10
4,3,8,4,2,2,5,4.123105625617661,0,6.324555320336759,0,1.4142135623730951,00
3,1,2,1,8,7,14,1.0,1,8.48528137423857,0,1.0,01
3,1,5,6,6,8,12,5.385164807134504,0,2.23606797749979,0,2.0,00
3,3,6,1,6,4,13,3.605551275463989,0,3.0,0,3.605551275463989,00
1,1,3,4,8,5,15,3.605551275463989,0,5.0990195135927845,0,3.0,00
4,2,3,2,2,3,10,1.0,1,1.4142135623730951,1,2.23606797749979,11
3,2,4,7,8,5,13,5.0990195135927845,0,4.47213595499958,0,3.0,00
1,1,3,7,5,1,14,6.324555320336759,0,6.324555320336759,0,3.0,00
4,3,8,4,6,4,12,4.123105625617661,0,2.0,0,3.605551275463989,00
4,4,5,7,6,3,10,3.1622776601683795,0,4.123105625617661,0,2.8284271247461903,00
4,2,1,8,3,4,13,6.708203932499369,0,4.47213595499958,0,3.605551275463989,00
2,1,7,5,4,7,14,6.4031242374328485,0,3.605551275463989,0,3.1622776601683795,00
3,2,8,4,3,7,13,5.385164807134504,0,5.830951894845301,0,2.23606797749979,00
4,4,2,6,8,1,7,2.8284271247461903,0,7.810249675906654,0,0.0,00
3,1,4,1,7,2,12,1.0,1,3.1622776601683795,0,1.4142135623730951,01
3,3,2,2,5,1,6,1.4142135623730951,1,3.1622776601683795,0,3.0,01
4,1,3,1,4,6,15,1.0,1,5.0990195135927845,0,3.605551275463989,01
3,3,6,1,7,7,10,3.605551275463989,0,6.082762530298219,0,1.4142135623730951,00
4,2,3,7,3,6,100,5.0990195135927845,0,1.0,1,2.8284271247461903,10
2,2,7,8,5,3,15,7.810249675906654,0,5.385164807134504,0,3.605551275463989,00
3,1,1,1,1,3,14,2.0,0,2.0,0,2.0,00
4,2,3,3,2,2,4,1.4142135623730951,1,1.4142135623730951,1,1.4142135623730951,11
4,1,2,4,1,7,7,3.605551275463989,0,3.1622776601683795,0,1.0,00
4,1,6,4,3,5,14,3.605551275463989,0,3.1622776601683795,0,3.605551275463989,00
1,1,5,5,6,5,100,5.656854249492381,0,1.0,1,3.605551275463989,10
4,2,1,2,7,1,6,3.0,0,6.082762530298219,0,1.0,00
4,1,7,2,3,8,14,3.1622776601683795,0,7.211102550927978,0,2.0,00
2,1,4,5,6,1,13,4.47213595499958,0,4.47213595499958,0,2.0,00
1,1,1,2,8,3,14,1.0,1,7.0710678118654755,0,2.0,01
3,1,4,4,4,7,13,3.1622776601683795,0,3.0,0,3.1622776601683795,00
4,3,4,5,2,4,6,2.0,0,2.23606797749979,0,3.1622776601683795,00
3,1,1,5,5,8,13,4.47213595499958,0,5.0,0,3.0,00
4,3,3,3,1,1,5,1.0,1,2.8284271247461903,0,0.0,01
4,1,5,3,1,6,11,2.23606797749979,0,5.0,0,2.0,00
4,2,6,4,3,7,13,2.8284271247461903,0,4.242640687119285,0,2.23606797749979,00
3,1,1,7,2,8,100,6.324555320336759,0,1.4142135623730951,1,1.0,10
4,4,1,5,6,3,9,3.1622776601683795,0,5.385164807134504,0,2.8284271247461903,00
3,3,5,1,8,7,11,2.8284271247461903,0,6.708203932499369,0,1.0,00
4,2,2,6,2,2,6,4.47213595499958,0,4.0,0,1.4142135623730951,00
3,1,8,1,5,3,14,5.0,0,3.605551275463989,0,3.605551275463989,00
4,1,6,4,5,4,100,3.605551275463989,0,1.0,1,4.242640687119285,10
3,2,4,5,6,4,13,3.1622776601683795,0,2.23606797749979,0,3.605551275463989,00
2,1,6,4,6,5,100,5.0,0,1.0,1,3.605551275463989,10
4,1,1,6,7,4,14,5.830951894845301,0,6.324555320336759,0,3.1622776601683795,00
3,3,7,1,6,3,13,4.47213595499958,0,2.23606797749979,0,2.8284271247461903,00
2,1,5,1,5,6,14,3.0,0,5.0,0,3.605551275463989,00
3,2,8,5,6,8,12,5.830951894845301,0,3.605551275463989,0,2.0,00
4,2,1,7,8,2,8,5.830951894845301,0,8.602325267042627,0,1.0,00
4,1,4,3,1,6,11,2.0,0,4.242640687119285,0,2.0,00
2,1,6,8,3,8,14,8.06225774829855,0,3.0,0,2.0,00
3,2,2,6,5,5,14,4.123105625617661,0,3.1622776601683795,0,4.242640687119285,00
4,1,1,7,2,7,100,6.708203932499369,0,1.0,1,1.4142135623730951,10
4,2,1,5,7,2,8,4.242640687119285,0,6.708203932499369,0,1.4142135623730951,00
3,3,1,3,2,1,1,2.0,0,2.23606797749979,0,1.0,00
1,1,2,7,4,1,14,6.082762530298219,0,6.324555320336759,0,3.0,00
3,1,6,2,8,2,12,3.1622776601683795,0,2.0,0,1.0,00
3,2,7,5,8,7,8,5.0,0,2.23606797749979,0,1.0,00
4,3,1,4,7,2,7,3.1622776601683795,0,6.324555320336759,0,1.4142135623730951,00
3,2,7,7,6,6,100,6.4031242374328485,0,1.4142135623730951,1,2.8284271247461903,10
4,3,1,6,8,1,6,4.242640687119285,0,8.602325267042627,0,0.0,00
4,2,5,3,2,4,12,1.4142135623730951,1,3.1622776601683795,0,3.1622776601683795,01
2,1,4,6,6,5,16,5.385164807134504,0,2.23606797749979,0,3.605551275463989,00
4,2,1,7,6,4,14,5.830951894845301,0,5.830951894845301,0,3.605551275463989,00
4,1,4,8,8,1,6,7.0,0,8.06225774829855,0,0.0,00
4,3,8,1,6,3,11,4.47213595499958,0,2.8284271247461903,0,2.8284271247461903,00
4,3,2,6,6,7,10,3.605551275463989,0,4.123105625617661,0,2.23606797749979,00
3,2,6,4,5,8,13,3.605551275463989,0,4.123105625617661,0,3.0,00
4,2,8,8,3,4,13,7.211102550927978,0,6.4031242374328485,0,3.605551275463989,00
2,1,4,4,6,2,12,3.605551275463989,0,2.8284271247461903,0,2.23606797749979,00
3,2,4,6,2,4,12,4.123105625617661,0,2.8284271247461903,0,3.1622776601683795,00
2,2,4,1,7,5,14,2.23606797749979,0,5.0,0,3.1622776601683795,00
4,2,1,4,3,4,13,3.605551275463989,0,2.0,0,3.605551275463989,00
4,4,8,3,8,5,12,4.123105625617661,0,2.0,0,3.0,00
3,1,5,6,3,6,15,5.385164807134504,0,2.0,0,2.8284271247461903,00
4,4,2,4,4,1,9,2.0,0,3.605551275463989,0,3.0,00
3,2,3,7,7,3,12,5.0,0,5.656854249492381,0,2.23606797749979,00
3,1,8,6,8,5,100,7.0710678118654755,0,1.0,1,3.0,10
2,2,2,5,5,3,13,3.0,0,3.605551275463989,0,3.605551275463989,00
3,3,5,3,8,6,11,2.0,0,4.242640687119285,0,2.0,00
3,3,7,8,8,7,100,6.4031242374328485,0,1.4142135623730951,1,1.0,10
2,2,1,1,6,3,14,1.4142135623730951,1,5.385164807134504,0,2.8284271247461903,01
1,1,3,2,6,1,7,2.23606797749979,0,3.1622776601683795,0,2.0,00
4,2,1,3,1,2,100,3.1622776601683795,0,1.0,1,1.0,10
3,1,6,6,7,8,11,5.830951894845301,0,2.23606797749979,0,1.0,00
4,2,1,5,8,8,11,4.242640687119285,0,7.615773105863909,0,0.0,00
2,1,5,1,7,7,13,3.0,0,6.324555320336759,0,1.4142135623730951,00
4,2,7,4,4,7,13,3.605551275463989,0,4.242640687119285,0,3.1622776601683795,00
2,1,3,7,4,6,100,6.082762530298219,0,1.4142135623730951,1,3.605551275463989,10
3,1,4,5,7,7,14,4.123105625617661,0,3.605551275463989,0,1.4142135623730951,00
4,1,1,4,2,1,6,4.242640687119285,0,3.1622776601683795,0,1.0,00
4,2,8,3,4,7,13,4.123105625617661,0,5.656854249492381,0,3.1622776601683795,00
3,3,5,1,6,5,12,2.8284271247461903,0,4.123105625617661,0,3.605551275463989,00
4,3,8,1,3,7,12,4.47213595499958,0,7.810249675906654,0,2.23606797749979,00
3,1,3,7,6,6,15,6.0,0,3.1622776601683795,0,2.8284271247461903,00
2,2,1,7,7,3,13,5.0990195135927845,0,7.211102550927978,0,2.23606797749979,00
1,1,1,5,8,2,12,4.0,0,7.615773105863909,0,1.0,00
2,2,8,4,7,6,14,6.324555320336759,0,2.23606797749979,0,2.23606797749979,00
3,3,6,7,7,1,9,5.0,0,6.082762530298219,0,1.0,00
4,3,3,3,7,2,8,1.0,1,4.123105625617661,0,1.4142135623730951,01
4,1,5,4,2,8,12,3.1622776601683795,0,5.0,0,1.0,00
4,1,6,4,6,3,100,3.605551275463989,0,1.0,1,2.8284271247461903,10
3,3,1,6,4,1,10,3.605551275463989,0,5.830951894845301,0,3.0,00
3,2,6,3,8,2,7,3.1622776601683795,0,2.23606797749979,0,1.0,00
3,1,4,7,1,4,12,6.082762530298219,0,4.242640687119285,0,3.0,00
4,1,4,6,6,6,15,5.0,0,2.0,0,2.8284271247461903,00
3,1,4,6,1,3,12,5.0990195135927845,0,4.242640687119285,0,2.0,00
4,1,8,5,1,6,13,5.656854249492381,0,7.0710678118654755,0,2.0,00
3,2,1,8,5,4,13,6.324555320336759,0,5.656854249492381,0,4.242640687119285,00
3,3,1,5,7,5,12,2.8284271247461903,0,6.0,0,3.1622776601683795,00
4,2,1,8,2,5,12,6.708203932499369,0,3.1622776601683795,0,3.1622776601683795,00
4,4,1,4,2,1,8,3.0,0,3.1622776601683795,0,1.0,00
1,1,2,7,7,1,11,6.082762530298219,0,7.810249675906654,0,1.0,00
3,2,2,3,8,8,12,1.4142135623730951,1,7.810249675906654,0,0.0,01
2,1,1,7,8,6,14,6.082762530298219,0,7.0710678118654755,0,2.0,00
3,1,5,4,4,7,13,3.605551275463989,0,3.1622776601683795,0,3.1622776601683795,00
3,3,5,1,5,2,100,2.8284271247461903,0,1.0,1,3.1622776601683795,10
2,2,5,7,6,4,13,5.830951894845301,0,3.1622776601683795,0,3.605551275463989,00
2,2,8,5,8,1,12,6.708203932499369,0,4.0,0,0.0,00
3,1,4,4,1,6,11,3.1622776601683795,0,3.605551275463989,0,2.0,00
4,2,3,8,6,4,13,6.082762530298219,0,5.0,0,3.605551275463989,00
3,1,2,3,1,3,100,2.23606797749979,0,1.0,1,2.0,10
3,1,4,3,4,6,14,2.23606797749979,0,3.0,0,3.605551275463989,00
3,1,1,5,1,3,14,4.47213595499958,0,2.0,0,2.0,00
1,1,6,7,8,7,13,7.810249675906654,0,2.0,0,1.0,00
1,1,4,2,8,6,14,3.1622776601683795,0,5.656854249492381,0,2.0,00
1,1,3,8,6,2,14,7.280109889280518,0,6.708203932499369,0,2.23606797749979,00
3,3,7,4,8,7,8,4.123105625617661,0,3.1622776601683795,0,1.0,00
2,1,1,1,3,3,14,1.0,1,2.8284271247461903,0,2.8284271247461903,01
4,1,6,8,3,3,14,7.280109889280518,0,5.830951894845301,0,2.8284271247461903,00
4,2,5,3,6,1,6,1.4142135623730951,1,2.23606797749979,0,2.0,01
4,1,5,7,1,1,5,6.082762530298219,0,7.211102550927978,0,0.0,00
2,2,6,5,7,4,100,5.0,0,1.4142135623730951,1,3.1622776601683795,10
2,1,7,8,7,3,14,8.602325267042627,0,5.0,0,2.23606797749979,00
4,3,5,8,1,4,10,5.0990195135927845,0,5.656854249492381,0,3.0,00
3,1,1,8,8,6,13,7.280109889280518,0,7.280109889280518,0,2.0,00
2,2,1,4,5,1,10,2.23606797749979,0,5.0,0,3.0,00
4,1,4,4,5,3,100,3.0,0,1.4142135623730951,1,3.605551275463989,10
4,4,8,1,6,5,11,5.0,0,4.47213595499958,0,3.605551275463989,00
2,1,2,8,8,7,14,7.0,0,6.082762530298219,0,1.0,00
4,1,2,7,3,6,100,6.324555320336759,0,1.4142135623730951,1,2.8284271247461903,10
3,2,1,7,5,5,14,5.385164807134504,0,4.47213595499958,0,4.242640687119285,00
3,3,3,5,8,2,9,2.0,0,5.830951894845301,0,1.0,00
3,2,2,7,5,8,9,5.0990195135927845,0,3.1622776601683795,0,3.0,00
4,3,5,5,4,5,100,2.23606797749979,0,1.0,1,4.242640687119285,10
4,3,7,2,7,7,12,3.1622776601683795,0,5.0,0,1.4142135623730951,00
3,1,4,6,4,5,100,5.0990195135927845,0,1.0,1,4.242640687119285,10
3,1,8,1,7,1,100,5.0,0,1.0,1,1.0,10
2,1,2,3,6,2,8,2.0,0,4.123105625617661,0,2.23606797749979,00
3,2,2,2,7,5,13,1.0,1,5.830951894845301,0,3.1622776601683795,01
3,3,2,3,6,2,10,1.0,1,4.123105625617661,0,2.23606797749979,01
3,1,7,8,4,4,14,8.06225774829855,0,5.0,0,4.242640687119285,00
3,1,1,8,2,3,13,7.280109889280518,0,5.0990195135927845,0,2.23606797749979,00
4,2,8,3,8,7,11,4.123105625617661,0,4.0,0,1.0,00
3,2,3,7,1,7,9,5.0,0,2.0,0,1.0,00
3,1,8,3,7,8,14,5.385164807134504,0,5.0990195135927845,0,1.0,00
3,1,6,1,3,3,15,3.0,0,3.605551275463989,0,2.8284271247461903,00
3,2,4,6,2,5,12,4.123105625617661,0,2.23606797749979,0,3.1622776601683795,00
2,1,2,2,6,7,14,1.0,1,6.4031242374328485,0,2.23606797749979,01
